Dataset,Sample index,True class,Predicted class,True class name,Predicted class name,Correct,Method,Top features,Jaccard@10,Spearman,Cosine
Fused pseudo sensitivity,138,11,11,Stealc,Stealc,True,SRC,memory__n_created_dll=0.482665; memory__n_registry_hklm=0.334017; disk__path_len=0.237414; disk__parent_is_i386=0.226528; disk__parent_size=0.20898; memory__n_created_tmp=0.160078; disk__parent_is_dotnet=0.146641; network__avg_domain_len=0.119588; network__domains_per_conn=0.0887986; network__n_unique_ips=0.0826647,0.8008158508158509,0.8624025974025974,0.9633357446496984
Fused pseudo sensitivity,139,9,9,SalatStealer,SalatStealer,True,SHAP,memory__modules_count=0.111176; disk__parent_size=0.104415; memory__n_registry_hklm=0.102259; memory__total_processes=0.0795339; disk__size_delta=0.0737246; disk__parent_is_i386=0.0587272; memory__n_created_dll=0.0566131; memory__n_created_tmp=0.044685; disk__parent_sections=0.0437857; network__n_public_service_domains=0.0370839,0.9015151515151514,0.9752597402597404,0.9941690246431735
Fused pseudo sensitivity,139,9,9,SalatStealer,SalatStealer,True,LIME,disk__parent_is_i386=0.0477129; memory__total_processes=0.04545; memory__modules_count=0.0376003; disk__parent_size=0.0302138; disk__size_delta=0.0245956; memory__n_registry_hklm=0.0218866; network__n_public_service_domains=0.0197687; memory__n_created_dll=0.0194181; disk__path_len=0.0128898; memory__path_entropy=0.011214,0.7504662004662005,0.7412337662337662,0.6930568895108928
Fused pseudo sensitivity,139,9,9,SalatStealer,SalatStealer,True,SRC,network__domains_per_conn=0.241447; network__avg_domain_len=0.129394; disk__size_delta=0.124701; network__mean_domain_entropy=0.0854061; memory__n_registry_hklm=0.0816411; disk__parent_size=0.0469162; disk__parent_is_gui=0.0366668; network__n_unique_ips=0.0340445; network__n_public_ips=0.0340438; network__n_unique_tlds=0.0323813,0.41794871794871796,0.25181818181818183,0.7344487616870641
Fused pseudo sensitivity,142,1,1,AsyncRAT,AsyncRAT,True,SHAP,disk__parent_size=0.0928604; disk__parent_is_dotnet=0.076301; disk__size_delta=0.0718078; disk__parent_is_i386=0.0614331; memory__total_processes=0.0567421; disk__path_len=0.0441535; memory__n_registry_hklm=0.0431921; memory__n_created_dll=0.0389842; memory__n_created_tmp=0.0364655; disk__parent_sections=0.0327189,0.8848484848484848,0.867077922077922,0.9206851136803038
Fused pseudo sensitivity,142,1,1,AsyncRAT,AsyncRAT,True,LIME,disk__parent_size=0.0189203; memory__total_processes=0.0167089; disk__parent_is_dotnet=0.0165842; memory__n_created_dll=0.0130534; network__n_public_ips=0.00766291; network__mean_domain_entropy=0.00718787; disk__parent_is_i386=0.00714272; memory__n_created_tmp=0.00687078; memory__n_registry_hklm=0.00641508; memory__modules_count=0.00539739,0.5266233766233765,0.4596103896103895,0.43558539626951365
Fused pseudo sensitivity,142,1,1,AsyncRAT,AsyncRAT,True,SRC,disk__path_len=0.354361; memory__total_processes=0.173489; network__mean_domain_entropy=0.0890158; memory__modules_count=0.0846029; disk__parent_sections=0.0827269; memory__n_registry_hklm=0.071767; network__n_unique_tlds=0.070182; memory__path_entropy=0.0655636; network__avg_domain_len=0.0579269; disk__size_delta=0.0531864,0.6494172494172494,0.6940909090909091,0.9243882658714162
Fused pseudo sensitivity,145,6,6,NanoCore,NanoCore,True,SHAP,disk__parent_size=0.130871; disk__parent_is_i386=0.115079; disk__parent_sections=0.0957072; memory__total_processes=0.0876899; disk__size_delta=0.086332; disk__path_len=0.0518206; memory__n_created_dll=0.0464448; network__n_public_ips=0.0460971; network__n_unique_ips=0.0460292; network__avg_domain_len=0.0252333,0.8,0.8922727272727273,0.9521840067781072
Fused pseudo sensitivity,145,6,6,NanoCore,NanoCore,True,LIME,memory__total_processes=0.0574061; disk__parent_is_i386=0.0471575; network__n_public_ips=0.0414756; disk__parent_size=0.0398945; memory__n_created_dll=0.0379348; disk__parent_sections=0.0368636; network__n_unique_ips=0.0349615; disk__parent_is_dotnet=0.028275; disk__path_len=0.0272714; disk__size_delta=0.0241578,0.7602564102564102,0.6877922077922077,0.7918248079915814
Fused pseudo sensitivity,145,6,6,NanoCore,NanoCore,True,SRC,network__avg_domain_len=0.183508; memory__path_len=0.181808; network__mean_domain_entropy=0.165468; disk__size_delta=0.142759; memory__modules_count=0.132518; disk__parent_size=0.130658; memory__n_created_tmp=0.123282; memory__path_entropy=0.122913; disk__path_len=0.107661; disk__parent_is_gui=0.106767,0.740892440892441,0.8271428571428571,0.9501884474227401
Fused pseudo sensitivity,146,6,6,NanoCore,NanoCore,True,SHAP,disk__parent_is_i386=0.149282; disk__parent_size=0.146381; disk__parent_sections=0.0850837; memory__total_processes=0.073772; disk__size_delta=0.0528165; memory__n_created_dll=0.0383221; disk__parent_is_dotnet=0.0378098; disk__path_len=0.0312422; network__n_public_ips=0.031195; network__n_unique_ips=0.0285053,0.762937062937063,0.8657142857142859,0.9388617368527786
Fused pseudo sensitivity,146,6,6,NanoCore,NanoCore,True,LIME,memory__total_processes=0.0767645; memory__n_created_dll=0.0613619; disk__parent_is_i386=0.0416608; disk__parent_is_dotnet=0.0352904; network__n_public_ips=0.034616; disk__parent_sections=0.0302015; disk__size_delta=0.0260387; network__n_unique_ips=0.0253946; disk__parent_size=0.0241838; disk__path_len=0.0172087,0.708041958041958,0.630064935064935,0.8339681472734262
Fused pseudo sensitivity,146,6,6,NanoCore,NanoCore,True,SRC,network__avg_domain_len=0.16597; disk__parent_sections=0.0765572; network__mean_domain_entropy=0.0703917; network__domains_per_conn=0.0348343; disk__parent_is_i386=0.0274246; disk__parent_size=0.0211716; disk__size_delta=0.0209875; memory__path_entropy=0.0209812; memory__n_created_tmp=0.0199917; memory__total_processes=0.0152365,0.5235764235764236,0.40149350649350646,0.795589764253337
Fused pseudo sensitivity,147,0,0,Akira,Akira,True,SHAP,memory__n_created_dll=0.0908201; disk__parent_size=0.0865155; disk__parent_is_dotnet=0.0695273; memory__total_processes=0.0686708; disk__size_delta=0.0647537; disk__path_len=0.0428053; memory__n_created_tmp=0.0411208; memory__n_registry_hklm=0.0359786; memory__path_len=0.0347858; disk__parent_is_i386=0.0320086,0.7375291375291374,0.7983116883116883,0.919594334633981
Fused pseudo sensitivity,147,0,0,Akira,Akira,True,LIME,memory__total_processes=0.033565; disk__parent_is_dotnet=0.0271707; memory__n_created_dll=0.0139205; disk__parent_size=0.0133255; disk__parent_is_i386=0.0130415; memory__n_created_tmp=0.01132; network__avg_domain_len=0.00631066; memory__modules_count=0.00590274; memory__n_registry_hklm=0.00513759; disk__parent_sections=0.00457003,0.6724941724941724,0.7087662337662338,0.580541176929548
Fused pseudo sensitivity,147,0,0,Akira,Akira,True,SRC,disk__path_len=0.0673992; disk__parent_size=0.0668966; memory__n_registry_hklm=0.0599509; network__n_public_service_domains=0.0543339; network__n_unique_tlds=0.0459781; network__avg_domain_len=0.042895; disk__parent_is_i386=0.037021; memory__path_len=0.034991; memory__n_created_dll=0.031951; memory__modules_count=0.0299667,0.5926198801198802,0.5362987012987013,0.8808117959047188
Fused pseudo sensitivity,148,17,17,wannacry,wannacry,True,SHAP,network__n_public_ips=0.161049; network__n_unique_ips=0.158227; network__avg_domain_len=0.157572; memory__total_processes=0.136122; network__mean_domain_entropy=0.0882802; memory__n_created_dll=0.067408; disk__parent_size=0.0474017; disk__size_delta=0.0359164; disk__parent_is_i386=0.0210347; network__domains_per_conn=0.0204164,0.8848484848484848,0.9643506493506493,0.9917606805540913
Fused pseudo sensitivity,148,17,17,wannacry,wannacry,True,LIME,network__n_public_ips=0.179238; network__n_unique_ips=0.158434; memory__total_processes=0.0844047; network__avg_domain_len=0.0556293; memory__n_created_dll=0.0284541; disk__parent_is_i386=0.0220828; disk__parent_is_dotnet=0.0213084; network__mean_domain_entropy=0.0192364; disk__parent_sections=0.0165316; disk__size_delta=0.0137782,0.7477855477855477,0.6983116883116883,0.9017597997854885
Fused pseudo sensitivity,148,17,17,wannacry,wannacry,True,SRC,memory__n_registry_hklm=0.089455; disk__size_delta=0.0735055; disk__parent_sections=0.03703; network__n_unique_tlds=0.0349489; memory__path_len=0.03123; network__domains_per_conn=0.0298131; network__avg_domain_len=0.028789; memory__modules_count=0.0272909; memory__n_created_dll=0.0272085; network__mean_domain_entropy=0.0243931,0.49324009324009327,0.39194805194805193,0.7764959196741718
Fused pseudo sensitivity,150,10,10,Socks5Systemz,Socks5Systemz,True,SHAP,disk__parent_sections=0.279634; disk__parent_size=0.117698; disk__path_len=0.102108; disk__parent_is_i386=0.0767342; disk__size_delta=0.0729136; memory__total_processes=0.0711469; disk__parent_is_dotnet=0.0553932; memory__n_created_dll=0.0539044; memory__n_created_tmp=0.0236038; memory__n_registry_hklm=0.0221087,0.9545454545454547,0.9759090909090908,0.9800603133111639
Fused pseudo sensitivity,150,10,10,Socks5Systemz,Socks5Systemz,True,LIME,disk__parent_sections=0.038265; disk__parent_is_i386=0.0266891; disk__path_len=0.0225253; memory__total_processes=0.0168271; disk__size_delta=0.0165366; network__mean_domain_entropy=0.0125945; memory__n_created_dll=0.0123044; network__n_public_ips=0.0115038; disk__parent_size=0.0109689; disk__parent_is_dotnet=0.0108733,0.5902430902430901,0.6175324675324675,0.5177747884532727
Fused pseudo sensitivity,150,10,10,Socks5Systemz,Socks5Systemz,True,SRC,network__avg_domain_len=0.122399; network__mean_domain_entropy=0.0643205; memory__n_created_tmp=0.046116; memory__total_processes=0.0427835; memory__n_created_dll=0.0418378; disk__parent_is_i386=0.0414643; disk__parent_sections=0.0397219; memory__n_registry_hklm=0.0390581; memory__modules_count=0.0361841; disk__path_len=0.0308258,0.3966379209026268,0.07201298701298701,0.6231201593004504
Fused pseudo sensitivity,153,8,8,QuasarRAT,QuasarRAT,True,SHAP,disk__parent_size=0.12963; memory__n_registry_hklm=0.128196; disk__size_delta=0.119771; memory__n_created_tmp=0.0933338; memory__total_processes=0.0917207; disk__parent_is_dotnet=0.0741994; memory__n_created_dll=0.0671933; disk__parent_is_i386=0.0535166; memory__modules_count=0.0422322; disk__path_len=0.0151969,0.9363636363636363,0.9251298701298701,0.9489172392628079
Fused pseudo sensitivity,153,8,8,QuasarRAT,QuasarRAT,True,LIME,memory__total_processes=0.042441; memory__n_registry_hklm=0.0301985; memory__n_created_dll=0.0226601; network__domains_per_conn=0.0211888; disk__parent_is_i386=0.0128439; disk__parent_sections=0.0101379; network__mean_domain_entropy=0.00893036; memory__modules_count=0.00797034; memory__path_entropy=0.00783614; network__avg_domain_len=0.00776527,0.46794871794871806,0.4703928798180107,0.437608402541107
Fused pseudo sensitivity,153,8,8,QuasarRAT,QuasarRAT,True,SRC,memory__modules_count=0.341817; memory__n_created_dll=0.161073; memory__path_len=0.139497; memory__n_registry_hklm=0.13755; memory__n_created_tmp=0.129673; memory__path_entropy=0.085862; disk__parent_is_dotnet=0.0719771; disk__parent_size=0.0685186; network__domains_per_conn=0.0670277; disk__parent_is_gui=0.061912,0.8833333333333334,0.9242207792207792,0.9904684027320775
Fused pseudo sensitivity,154,15,15,lumma,lumma,True,SHAP,memory__total_processes=0.138886; disk__parent_sections=0.0709089; disk__parent_size=0.0439718; memory__n_created_dll=0.029514; disk__size_delta=0.0247932; network__domains_per_conn=0.022399; disk__parent_is_gui=0.0203358; disk__parent_is_i386=0.0188434; network__mean_domain_entropy=0.0177982; disk__parent_is_dotnet=0.0176679,0.8560606060606061,0.9142857142857144,0.9908979007215113
Fused pseudo sensitivity,154,15,15,lumma,lumma,True,LIME,disk__size_delta=0.0823605; memory__total_processes=0.0780516; disk__parent_size=0.0590041; memory__n_created_dll=0.0245248; disk__parent_is_dotnet=0.0242724; disk__parent_sections=0.0182804; network__n_public_service_domains=0.00952947; disk__path_len=0.00921831; network__n_public_ips=0.00850431; network__avg_domain_len=0.00705027,0.597069597069597,0.7103246753246752,0.9339627522371827
Fused pseudo sensitivity,154,15,15,lumma,lumma,True,SRC,disk__parent_is_i386=0.583659; memory__n_registry_hklm=0.356877; memory__modules_count=0.323398; disk__parent_is_gui=0.287669; memory__n_created_dll=0.257854; disk__parent_size=0.223176; disk__size_delta=0.208005; network__n_unique_tlds=0.169711; memory__n_created_tmp=0.146128; network__avg_domain_len=0.139717,0.6573083778966133,0.5901948051948052,0.8257288309699614
Fused pseudo sensitivity,157,13,13,agenttesla,agenttesla,True,SHAP,memory__total_processes=0.132335; memory__n_created_dll=0.0897874; memory__path_len=0.0779315; disk__parent_is_dotnet=0.0703356; memory__path_entropy=0.0673428; disk__size_delta=0.0368413; disk__parent_size=0.0344299; network__domains_per_conn=0.0304389; disk__parent_is_i386=0.0232205; disk__parent_sections=0.0219087,0.7614219114219114,0.9162337662337663,0.977314146983711
Fused pseudo sensitivity,157,13,13,agenttesla,agenttesla,True,LIME,memory__total_processes=0.0475604; disk__parent_is_dotnet=0.0313574; disk__size_delta=0.0220773; memory__n_created_dll=0.0189758; network__domains_per_conn=0.0138509; disk__parent_sections=0.00909581; network__n_unique_tlds=0.00800441; disk__parent_is_i386=0.0068204; disk__parent_size=0.00667834; network__n_unique_ips=0.00651045,0.5815018315018314,0.6096753246753247,0.7224800899330414
Fused pseudo sensitivity,157,13,13,agenttesla,agenttesla,True,SRC,disk__parent_size=0.282626; memory__n_created_dll=0.169723; disk__parent_sections=0.133719; network__domains_per_conn=0.123684; memory__modules_count=0.116831; memory__n_registry_hklm=0.0962747; network__avg_domain_len=0.0881817; network__n_unique_tlds=0.0860224; memory__total_processes=0.0771207; network__mean_domain_entropy=0.0564445,0.859090909090909,0.9420779220779221,0.988992408602072
Fused pseudo sensitivity,158,16,16,redline,redline,True,SHAP,memory__total_processes=0.221616; memory__n_created_dll=0.140611; disk__path_len=0.102502; disk__parent_size=0.0836647; network__domains_per_conn=0.0648445; disk__parent_sections=0.0502609; network__avg_domain_len=0.0441217; network__mean_domain_entropy=0.0393654; disk__size_delta=0.0362332; network__n_unique_tlds=0.026149,0.7818181818181819,0.8948051948051947,0.9796731693740572
Fused pseudo sensitivity,158,16,16,redline,redline,True,LIME,memory__total_processes=0.271622; memory__n_created_dll=0.0828421; disk__parent_is_i386=0.0338903; network__domains_per_conn=0.0334971; network__n_unique_ips=0.0329968; network__n_public_ips=0.0329968; disk__parent_sections=0.0295606; network__avg_domain_len=0.0289119; network__mean_domain_entropy=0.022344; disk__parent_is_dotnet=0.0220025,0.5579420579420579,0.5750071716493942,0.7917722264183363
Fused pseudo sensitivity,158,16,16,redline,redline,True,SRC,disk__parent_size=0.139726; disk__size_delta=0.13486; memory__modules_count=0.124843; network__n_unique_tlds=0.0932881; network__domains_per_conn=0.0683053; network__n_public_service_domains=0.0612362; memory__n_created_dll=0.0536713; memory__path_len=0.0480307; disk__parent_is_dotnet=0.0465538; memory__total_processes=0.0411701,0.6312853812853814,0.6844805194805195,0.9053741605115976
Fused pseudo sensitivity,160,7,7,Phorpiex,Phorpiex,True,SHAP,disk__parent_size=0.341002; network__n_unique_ips=0.107838; network__n_public_ips=0.102305; memory__total_processes=0.0726798; disk__size_delta=0.0682683; disk__parent_is_dotnet=0.0647319; network__avg_domain_len=0.0281595; disk__parent_sections=0.0250601; memory__n_created_dll=0.0232813; network__mean_domain_entropy=0.0196465,1.0,0.9664285714285716,0.8282809771550067
Fused pseudo sensitivity,160,7,7,Phorpiex,Phorpiex,True,LIME,disk__parent_size=0.0488972; network__n_public_ips=0.0437369; network__n_unique_ips=0.0384179; memory__total_processes=0.0347103; disk__parent_is_dotnet=0.0199636; disk__size_delta=0.0159909; memory__n_created_dll=0.0127534; network__avg_domain_len=0.0118899; network__n_unique_tlds=0.00941687; memory__n_created_tmp=0.00875274,0.6055611055611054,0.6090259740259739,0.5863257152728676
Fused pseudo sensitivity,160,7,7,Phorpiex,Phorpiex,True,SRC,network__mean_domain_entropy=0.14621; memory__n_registry_hklm=0.134762; memory__total_processes=0.128383; disk__size_delta=0.114086; disk__parent_sections=0.108088; memory__modules_count=0.10437; network__avg_domain_len=0.0835553; network__domains_per_conn=0.0817952; network__n_unique_tlds=0.0696429; network__n_public_ips=0.0586708,0.561221131809367,0.4350649350649351,0.7728651367929439
Fused pseudo sensitivity,161,5,2,MedusaLocker,Black Suit,False,SHAP,memory__total_processes=0.090509; disk__parent_is_dotnet=0.0724735; disk__parent_size=0.0687044; memory__n_created_dll=0.0523541; memory__path_len=0.049765; disk__size_delta=0.0394755; memory__path_entropy=0.0361924; disk__path_len=0.0351969; disk__parent_is_i386=0.0330486; memory__n_registry_hklm=0.0283666,0.6553446553446554,0.8421428571428571,0.9471001313569086
Fused pseudo sensitivity,161,5,2,MedusaLocker,Black Suit,False,LIME,memory__total_processes=0.0266822; disk__parent_is_dotnet=0.0231814; disk__parent_size=0.0172767; disk__parent_is_i386=0.0128152; memory__n_created_dll=0.0127742; disk__size_delta=0.0118478; memory__n_registry_hklm=0.00889414; network__avg_domain_len=0.00681072; memory__modules_count=0.00596756; network__n_public_ips=0.00528635,0.5265567765567765,0.5409090909090909,0.47688396856185633
Fused pseudo sensitivity,161,5,2,MedusaLocker,Black Suit,False,SRC,memory__n_created_tmp=0.153367; network__mean_domain_entropy=0.135672; memory__modules_count=0.118146; network__n_unique_tlds=0.0864849; network__avg_domain_len=0.0852032; network__domains_per_conn=0.0426929; memory__n_created_dll=0.030956; disk__parent_size=0.0291956; disk__size_delta=0.0246197; disk__parent_is_i386=0.0239132,0.41648351648351645,0.40006493506493507,0.7333495381317756
Fused pseudo sensitivity,162,7,7,Phorpiex,Phorpiex,True,SHAP,disk__parent_size=0.286809; disk__size_delta=0.0587201; network__avg_domain_len=0.055603; disk__parent_is_dotnet=0.0539862; memory__total_processes=0.0395996; network__mean_domain_entropy=0.0261376; memory__n_created_dll=0.0223041; memory__n_registry_hklm=0.0198886; network__domains_per_conn=0.0168513; disk__parent_is_gui=0.0135698,0.6864801864801864,0.7039610389610388,0.88557396273428
Fused pseudo sensitivity,162,7,7,Phorpiex,Phorpiex,True,LIME,disk__parent_size=0.0487306; network__n_public_ips=0.0372264; network__n_unique_ips=0.0363548; disk__size_delta=0.0344124; memory__total_processes=0.0304459; memory__path_len=0.0139152; disk__parent_is_dotnet=0.011904; memory__path_entropy=0.0113773; network__avg_domain_len=0.0084265; memory__n_registry_hklm=0.00720236,0.5430402930402931,0.5219480519480519,0.7017691670659908
Fused pseudo sensitivity,162,7,7,Phorpiex,Phorpiex,True,SRC,disk__parent_sections=1.63588; disk__size_delta=1.39695; network__domains_per_conn=1.13809; network__n_public_ips=1.09742; network__n_unique_ips=1.09732; disk__parent_size=1.0166; disk__parent_is_dotnet=0.892178; disk__path_len=0.887344; memory__n_registry_hklm=0.815124; memory__n_created_tmp=0.793629,0.7575894693541753,0.740909090909091,0.9179905194509141
Fused pseudo sensitivity,165,0,2,Akira,Black Suit,False,SHAP,memory__total_processes=0.066871; disk__parent_is_dotnet=0.0507908; disk__parent_size=0.0375736; memory__n_created_dll=0.0346928; memory__path_len=0.0290559; disk__parent_is_i386=0.0253759; disk__size_delta=0.0232691; network__n_public_ips=0.0220718; network__n_unique_ips=0.0208735; memory__n_registry_hklm=0.0199167,0.6530136530136529,0.8466883116883117,0.9463226675773102
Fused pseudo sensitivity,165,0,2,Akira,Black Suit,False,LIME,memory__total_processes=0.0222416; disk__parent_is_dotnet=0.0208692; memory__n_created_dll=0.012415; disk__parent_is_i386=0.0111323; disk__parent_size=0.00980192; disk__path_len=0.00969885; memory__path_len=0.00798391; disk__size_delta=0.00525317; network__n_unique_ips=0.00421711; network__avg_domain_len=0.00417239,0.5874958374958374,0.5356249512224516,0.6203727522091923
Fused pseudo sensitivity,165,0,2,Akira,Black Suit,False,SRC,network__mean_domain_entropy=0.111928; memory__path_len=0.0892178; network__n_unique_tlds=0.0826125; network__domains_per_conn=0.077653; memory__total_processes=0.0637288; memory__n_created_tmp=0.0617592; network__avg_domain_len=0.058599; memory__n_registry_hklm=0.0562556; disk__parent_is_dotnet=0.0528385; disk__parent_size=0.02844,0.7599067599067599,0.8365584415584415,0.9555965449263079
Fused pseudo sensitivity,167,2,5,Black Suit,MedusaLocker,False,SHAP,disk__parent_is_dotnet=0.0748675; disk__parent_size=0.0563258; disk__size_delta=0.0384835; network__n_unique_tlds=0.0258258; network__n_public_ips=0.0231082; memory__n_created_tmp=0.0223424; network__n_unique_ips=0.0219304; disk__parent_is_i386=0.0211076; disk__parent_sections=0.0207486; network__n_public_service_domains=0.0203791,0.7893939393939394,0.8129870129870129,0.9577938058049795
Fused pseudo sensitivity,167,2,5,Black Suit,MedusaLocker,False,LIME,disk__parent_is_dotnet=0.0352124; memory__total_processes=0.019328; disk__parent_size=0.0174337; disk__parent_is_i386=0.0156832; network__domains_per_conn=0.0139174; memory__n_created_dll=0.0121098; disk__size_delta=0.0104911; memory__n_created_tmp=0.0092949; disk__parent_sections=0.00792193; network__n_unique_tlds=0.00445683,0.7118881118881119,0.6720718736362379,0.6082651326951642
Fused pseudo sensitivity,167,2,5,Black Suit,MedusaLocker,False,SRC,memory__n_created_tmp=0.353066; memory__modules_count=0.133597; memory__total_processes=0.119085; network__domains_per_conn=0.0601392; network__avg_domain_len=0.0530777; disk__parent_is_dotnet=0.0526828; network__n_unique_tlds=0.0447608; disk__path_len=0.0420025; memory__n_created_dll=0.0403808; disk__parent_is_i386=0.0386071,0.5969030969030968,0.7223376623376622,0.914664563879289
Fused pseudo sensitivity,168,5,5,MedusaLocker,MedusaLocker,True,SHAP,disk__parent_is_dotnet=0.0590078; disk__size_delta=0.0558905; disk__parent_size=0.0503722; memory__total_processes=0.0395005; memory__n_registry_hklm=0.0305109; disk__parent_is_i386=0.0278834; disk__parent_sections=0.0208765; memory__n_created_tmp=0.0197432; network__mean_domain_entropy=0.0139685; network__avg_domain_len=0.0118349,0.7375291375291375,0.8753896103896104,0.96958145759434
Fused pseudo sensitivity,168,5,5,MedusaLocker,MedusaLocker,True,LIME,disk__parent_is_dotnet=0.0343489; disk__parent_is_i386=0.0162518; disk__parent_size=0.0131189; memory__total_processes=0.0113157; disk__size_delta=0.0112707; memory__n_created_dll=0.00635648; disk__path_len=0.00583752; memory__n_registry_hklm=0.00556484; network__n_public_ips=0.00447976; disk__parent_sections=0.00444277,0.7208624708624708,0.6721602589391814,0.666045766926981
Fused pseudo sensitivity,168,5,5,MedusaLocker,MedusaLocker,True,SRC,network__domains_per_conn=0.314507; memory__n_created_tmp=0.210283; disk__parent_is_i386=0.184035; network__avg_domain_len=0.171658; memory__n_registry_hklm=0.131481; memory__path_entropy=0.114647; network__mean_domain_entropy=0.111636; memory__total_processes=0.0667141; memory__path_len=0.0638296; memory__n_created_dll=0.0543165,0.909090909090909,0.9199350649350648,0.9933486098930479
Fused pseudo sensitivity,169,9,9,SalatStealer,SalatStealer,True,SHAP,disk__parent_size=0.116506; disk__size_delta=0.101599; memory__n_registry_hklm=0.0473194; disk__parent_is_i386=0.0405214; disk__path_len=0.0340198; memory__n_created_dll=0.0253343; memory__total_processes=0.0235271; network__n_unique_ips=0.02191; network__n_public_ips=0.0214655; disk__parent_is_dotnet=0.0205919,0.6981351981351981,0.8842857142857141,0.9895177928680857
Fused pseudo sensitivity,169,9,9,SalatStealer,SalatStealer,True,LIME,disk__parent_is_i386=0.0464518; memory__total_processes=0.0390107; disk__parent_size=0.0305924; memory__n_registry_hklm=0.018095; memory__n_created_dll=0.0168425; network__n_public_service_domains=0.0152626; disk__path_len=0.0141322; network__n_unique_ips=0.0103619; disk__size_delta=0.00992399; memory__path_entropy=0.00605471,0.6518481518481517,0.6253896103896104,0.7429458985823082
Fused pseudo sensitivity,169,9,9,SalatStealer,SalatStealer,True,SRC,memory__modules_count=0.184252; memory__n_created_dll=0.164352; disk__parent_is_i386=0.134431; disk__parent_size=0.11114; network__mean_domain_entropy=0.10866; disk__path_len=0.0701579; network__avg_domain_len=0.0622248; disk__size_delta=0.0495363; disk__parent_sections=0.0435464; network__domains_per_conn=0.0371845,0.727955377955378,0.8670779220779222,0.9762477886295393
Fused pseudo sensitivity,173,11,11,Stealc,Stealc,True,SHAP,disk__parent_sections=0.117353; memory__n_created_tmp=0.0729569; disk__parent_is_i386=0.0473137; disk__size_delta=0.0360859; memory__total_processes=0.0317212; disk__parent_is_dotnet=0.0311116; disk__parent_size=0.0297876; network__mean_domain_entropy=0.0240829; disk__path_len=0.0238821; network__n_public_service_domains=0.0181623,0.9454545454545455,0.9681168831168829,0.9903905011208851
Fused pseudo sensitivity,173,11,11,Stealc,Stealc,True,LIME,disk__parent_sections=0.0398412; memory__n_created_tmp=0.0262284; memory__total_processes=0.0203169; disk__parent_is_dotnet=0.0202838; disk__size_delta=0.0158312; memory__modules_count=0.0123463; disk__parent_is_i386=0.0119213; network__n_unique_ips=0.0118466; memory__path_entropy=0.0110819; network__n_unique_tlds=0.00964319,0.5071428571428571,0.5885714285714286,0.7711923789103259
Fused pseudo sensitivity,173,11,11,Stealc,Stealc,True,SRC,network__avg_domain_len=0.330374; network__n_public_service_domains=0.320858; network__mean_domain_entropy=0.253123; memory__path_len=0.224228; memory__path_entropy=0.189677; network__n_unique_tlds=0.169292; disk__parent_is_i386=0.109705; disk__path_len=0.101208; disk__parent_is_dotnet=0.0989985; disk__size_delta=0.0907927,0.6773623435388142,0.5497402597402598,0.7935569574682262
Fused pseudo sensitivity,175,3,3,CoinMiner,CoinMiner,True,SHAP,network__n_public_ips=0.072252; network__n_unique_ips=0.0688441; disk__parent_size=0.0624288; memory__total_processes=0.0370681; disk__parent_is_dotnet=0.0351217; disk__parent_is_i386=0.0336314; disk__size_delta=0.03275; memory__modules_count=0.0313483; disk__parent_sections=0.0242476; network__mean_domain_entropy=0.0229962,0.8151515151515152,0.9227922077922077,0.9659624152040733
Fused pseudo sensitivity,175,3,3,CoinMiner,CoinMiner,True,LIME,disk__size_delta=0.0449541; disk__parent_size=0.032532; memory__total_processes=0.0305589; memory__modules_count=0.0235311; disk__parent_sections=0.0228717; disk__parent_is_dotnet=0.0156521; memory__n_created_dll=0.011604; network__mean_domain_entropy=0.010824; disk__path_len=0.0102744; network__n_public_service_domains=0.00991368,0.6293706293706293,0.7283766233766235,0.9197486534100421
Fused pseudo sensitivity,175,3,3,CoinMiner,CoinMiner,True,SRC,network__domains_per_conn=0.600616; network__mean_domain_entropy=0.448939; memory__path_entropy=0.347775; memory__n_created_dll=0.340041; disk__parent_is_dotnet=0.31745; network__avg_domain_len=0.266258; memory__n_created_tmp=0.183212; disk__size_delta=0.175148; disk__parent_is_i386=0.166748; disk__parent_is_gui=0.152252,0.9363636363636363,0.981103896103896,0.9982309329585931
Fused pseudo sensitivity,176,5,5,MedusaLocker,MedusaLocker,True,SHAP,memory__n_registry_hklm=0.0965798; disk__parent_is_dotnet=0.0736974; disk__parent_size=0.0698072; disk__size_delta=0.0487322; memory__n_created_tmp=0.0403018; memory__n_created_dll=0.0395425; memory__modules_count=0.0362087; memory__total_processes=0.0316368; disk__parent_is_i386=0.0314647; disk__parent_sections=0.0257419,0.9727272727272727,0.8948701298701298,0.965856870641131
Fused pseudo sensitivity,176,5,5,MedusaLocker,MedusaLocker,True,LIME,disk__parent_is_dotnet=0.0370133; memory__total_processes=0.0226818; disk__parent_is_i386=0.0169802; disk__size_delta=0.0137772; disk__parent_size=0.0133358; memory__n_created_tmp=0.0102834; memory__n_registry_hklm=0.0091198; disk__path_len=0.00832117; memory__n_created_dll=0.00756892; memory__modules_count=0.00685965,0.7681818181818182,0.7651486007906411,0.5856520785660249
